Order date,Product Brand,Product number,Customer ID,Order ID,Supermarket purchased from,Sales Volume, Sales Value
9/1/2016,Competitor A,701139,9442,R1234623,Supermarket South,1,$34.50 
9/1/2016,Competitor B,198485,54276,R1235251,Supermarket West,3,$34.20 
9/1/2016,Competitor B,768644,244012,R1235150,Supermarket West,1,$61.30 
9/1/2016,Competitor B,369239,300346,R1235378,Supermarket North-East,1,$39.80 
9/1/2016,Colgate-Palmolive,899488,436689,R1234583,Supermarket North,1,$37.20 
9/1/2016,Competitor A,993974,467435,R1234890,Supermarket West,1,$31.90 
9/1/2016,Competitor A,161747,477500,R1234928,Supermarket East,1,$7.70 
9/2/2016,Competitor A,812610,39778,R1235554,Supermarket West,1,$11.90 
9/2/2016,Competitor B,198485,39778,R1235554,Supermarket West,2,$22.80 
9/2/2016,Competitor B,269713,164181,R1235994,Supermarket South-West,1,$29.90 
9/2/2016,Colgate-Palmolive,604757,340949,R1235443,Supermarket South,2,$104.40 
9/2/2016,Competitor A,113733,467734,R1235683,Supermarket East,1,$31.80 
9/2/2016,Competitor A,256348,471777,R1235735,Supermarket West,1,$31.90 
9/2/2016,Competitor A,978820,477988,R1235837,Supermarket West,1,$36.90 
9/3/2016,Competitor B,198485,42576,R1236581,Supermarket South,2,$28.00 
9/3/2016,Competitor B,620967,42576,R1236581,Supermarket South,2,$130.00 
9/3/2016,Competitor A,105573,407878,R1236348,Supermarket South,1,$34.70 
9/3/2016,Competitor A,477783,454945,R1236477,Supermarket West,2,$53.80 
9/3/2016,Competitor B,115927,454945,R1236477,Supermarket West,2,$49.80 
9/3/2016,Competitor B,732190,454945,R1236477,Supermarket West,1,$61.30 
9/3/2016,Competitor B,776126,454945,R1236477,Supermarket West,2,$122.60 
9/3/2016,Colgate-Palmolive,588995,466652,R1236090,Supermarket North,1,$34.10 
9/3/2016,Colgate-Palmolive,604757,469656,R1236151,Supermarket South-West,3,$116.70 
9/4/2016,Colgate-Palmolive,330691,282618,R1236791,Supermarket North,1,$37.20 
9/4/2016,Competitor B,315236,282618,R1236791,Supermarket North,1,$37.00 
9/4/2016,Colgate-Palmolive,700442,435383,R1236897,Supermarket West,1,$35.90 
9/4/2016,Colgate-Palmolive,863562,442057,R1236966,Supermarket North,1,$34.70 
9/4/2016,Competitor A,249666,467286,R1237156,Supermarket West,1,$37.00 
9/4/2016,Colgate-Palmolive,863562,468356,R1237081,Supermarket North-East,1,$31.50 
9/4/2016,Competitor B,720906,470281,R1237390,Supermarket East,1,$40.90 
9/4/2016,Competitor A,137087,478410,R1237258,Supermarket West,1,$24.90 
9/5/2016,Colgate-Palmolive,669118,402,R1237552,Supermarket North,2,$78.60 
9/5/2016,Colgate-Palmolive,786865,5787,R1237684,Supermarket North,1,$57.00 
9/5/2016,Colgate-Palmolive,227633,5787,R1237684,Supermarket North,1,$55.00 
9/5/2016,Competitor B,732190,200082,R1238082,Supermarket South,1,$65.00 
9/5/2016,Competitor B,422968,272240,R1238188,Supermarket North,1,$37.00 
9/5/2016,Competitor A,166761,406216,R1237826,Supermarket West,1,$26.90 
9/5/2016,Competitor B,419762,448474,R1238223,Supermarket North-East,1,$33.60 
9/5/2016,Competitor A,397127,454945,R1237993,Supermarket West,6,$37.00 
9/5/2016,Competitor A,322245,454945,R1237993,Supermarket West,3,$80.70 
9/5/2016,Colgate-Palmolive,915953,470669,R1237798,Supermarket North,1,$51.70 
9/6/2016,Colgate-Palmolive,786865,11463,R1238344,Supermarket North,1,$51.70 
9/6/2016,Competitor B,714468,142162,R1238678,Supermarket West,1,$11.40 
9/6/2016,Colgate-Palmolive,330691,448188,R1238447,Supermarket North,1,$37.20 
9/6/2016,Competitor A,936450,454945,R1238598,Supermarket West,3,$83.70 
9/6/2016,Competitor A,164377,454945,R1238598,Supermarket West,1,$23.60 
9/6/2016,Competitor A,388827,454945,R1238598,Supermarket West,2,$55.80 
9/6/2016,Competitor A,770544,454945,R1238598,Supermarket West,1,$24.90 
9/6/2016,Competitor A,249666,454945,R1238598,Supermarket West,2,$74.00 
9/6/2016,Competitor A,166761,454945,R1238598,Supermarket South-West,5,$67.60 
9/6/2016,Competitor A,166761,454945,R1238598,Supermarket West,3,$80.70 
9/7/2016,Competitor A,701139,22871,R1238814,Supermarket South,1,$34.50 
9/7/2016,Competitor A,701139,306747,R1238955,Supermarket South,1,$34.50 
9/7/2016,Competitor A,789157,454945,R1238728,Supermarket West,3,$74.70 
9/7/2016,Competitor A,249666,454945,R1238728,Supermarket West,1,$37.00 
9/7/2016,Competitor A,397127,454945,R1238728,Supermarket West,5,$148.00 
9/7/2016,Competitor B,583164,479060,R1239144,Supermarket North-East,1,$31.40 
9/8/2016,Competitor B,640845,5160,R1239822,Supermarket North,1,$40.60 
9/8/2016,Colgate-Palmolive,506459,259108,R1239270,Supermarket West,1,$43.20 
9/8/2016,Competitor A,248817,300346,R1239469,Supermarket South,1,$37.90 
9/8/2016,Competitor A,477783,454945,R1239358,Supermarket West,1,$26.90 
9/8/2016,Competitor A,199788,454945,R1239358,Supermarket West,1,$26.90 
9/8/2016,Competitor B,653241,454945,R1239358,Supermarket West,1,$24.90 
9/8/2016,Competitor A,137087,467435,R1239538,Supermarket West,1,$24.90 
9/8/2016,Competitor A,477783,478912,R1239611,Supermarket West,1,$27.80 
9/9/2016,Competitor B,419762,17379,R1240385,Supermarket West,1,$33.80 
9/9/2016,Competitor B,537012,17379,R1240385,Supermarket West,1,$43.00 
9/9/2016,Competitor A,909225,198843,R1240011,Supermarket North,1,$41.70 
9/9/2016,Competitor A,701139,346263,R1240186,Supermarket West,1,$31.90 
9/9/2016,Competitor A,909225,346263,R1240186,Supermarket West,1,$36.90 
9/9/2016,Competitor B,714468,396075,R1240452,Supermarket West,1,$11.40 
9/9/2016,Competitor A,909225,407878,R1240246,Supermarket North,1,$41.70 
9/9/2016,Colgate-Palmolive,123796,424128,R1239978,Supermarket West,1,$31.30 
9/9/2016,Colgate-Palmolive,301348,424128,R1239978,Supermarket West,1,$43.20 
9/10/2016,Competitor B,732190,315804,R1241125,Supermarket South,1,$65.00 
9/10/2016,Competitor A,422570,335445,R1240720,Supermarket North,1,$40.40 
9/10/2016,Competitor B,584710,440582,R1241215,Supermarket North-East,1,$39.80 
9/10/2016,Competitor B,720906,440582,R1241215,Supermarket North-East,1,$39.80 
9/10/2016,Competitor B,359784,440582,R1241215,Supermarket North-East,1,$39.80 
9/10/2016,Competitor A,249666,454945,R1240864,Supermarket West,4,$148.00 
9/10/2016,Competitor A,477783,454945,R1240864,Supermarket West,1,$27.80 
9/10/2016,Competitor B,640845,454945,R1240864,Supermarket West,1,$39.80 
9/10/2016,Competitor B,532182,454945,R1240864,Supermarket West,2,$59.80 
9/10/2016,Colgate-Palmolive,915953,464465,R1240523,Supermarket North,2,$103.40 
9/10/2016,Colgate-Palmolive,123796,480139,R1240679,Supermarket West,1,$31.30 
9/10/2016,Competitor A,993974,480164,R1241085,Supermarket North,1,$40.40 
9/11/2016,Competitor A,422570,310307,R1241334,Supermarket South,1,$34.50 
9/11/2016,Competitor B,419762,378688,R1241732,Supermarket South,3,$114.60 
9/11/2016,Competitor A,248817,456705,R1241429,Supermarket West,1,$36.90 
9/11/2016,Competitor B,954518,462993,R1241573,Supermarket East,2,$76.80 
9/11/2016,Competitor B,640845,462993,R1241573,Supermarket East,1,$40.90 
9/11/2016,Competitor B,720906,477201,R1241695,Supermarket East,1,$40.90 
9/12/2016,Competitor B,315236,69654,R1242266,Supermarket West,1,$33.80 
9/12/2016,Competitor B,640845,304735,R1242154,Supermarket North-East,1,$39.80 
9/12/2016,Competitor A,477783,436689,R1241970,Supermarket West,1,$27.80 
9/12/2016,Competitor B,879915,479472,R1242399,Supermarket North,1,$7.50 
9/12/2016,Competitor B,796801,479472,R1242399,Supermarket North,1,$44.60 
9/12/2016,Colgate-Palmolive,597365,480715,R1241849,Supermarket East,3,$144.90 
9/13/2016,Competitor A,137087,372549,R1242563,Supermarket West,1,$24.90 
9/13/2016,Competitor A,770544,372549,R1242563,Supermarket West,1,$24.90 
9/13/2016,Competitor A,477783,372549,R1242563,Supermarket West,1,$27.80 
9/13/2016,Competitor B,419762,424033,R1242663,Supermarket West,1,$33.80 
9/13/2016,Competitor B,198485,424033,R1242663,Supermarket West,1,$11.40 
9/13/2016,Competitor B,315236,445921,R1242733,Supermarket North,1,$37.00 
9/14/2016,Colgate-Palmolive,915953,17184,R1242823,Supermarket North,1,$51.70 
9/14/2016,Colgate-Palmolive,588995,265324,R1242957,Supermarket South,1,$43.90 
9/14/2016,Competitor A,252726,454945,R1243186,Supermarket West,3,$99.30 
9/14/2016,Competitor B,855059,454945,R1243186,Supermarket West,1,$59.90 
9/15/2016,Colgate-Palmolive,786865,11463,R1243271,Supermarket North,1,$51.70 
9/15/2016,Competitor B,714468,11463,R1243271,Supermarket North,1,$14.50 
9/15/2016,Colgate-Palmolive,915953,14333,R1243389,Supermarket North,1,$51.70 
9/15/2016,Colgate-Palmolive,905356,228977,R1243518,Supermarket North,1,$32.90 
9/15/2016,Competitor A,789157,232051,R1243773,Supermarket West,1,$28.50 
9/15/2016,Competitor A,473581,232051,R1243773,Supermarket West,1,$31.90 
9/15/2016,Competitor B,776126,445774,R1243879,Supermarket South,1,$65.00 
9/15/2016,Competitor B,954518,476320,R1243991,Supermarket North,1,$35.10 
9/15/2016,Competitor B,903052,479472,R1244099,Supermarket North,1,$34.60 
9/16/2016,Competitor B,732190,93487,R1244514,Supermarket West,1,$59.90 
9/16/2016,Colgate-Palmolive,905356,192014,R1244180,Supermarket North-East,1,$31.50 
9/16/2016,Colgate-Palmolive,905356,457781,R1244348,Supermarket North,1,$34.10 
9/17/2016,Competitor B,537012,105560,R1245297,Supermarket West,2,$86.00 
9/17/2016,Competitor B,709381,105560,R1245297,Supermarket West,2,$86.00 
9/17/2016,Competitor B,720906,126660,R1245129,Supermarket North-East,2,$79.60 
9/17/2016,Colgate-Palmolive,645430,175781,R1244686,Supermarket West,3,$120.00 
9/17/2016,Competitor B,419762,198843,R1245352,Supermarket North-East,1,$33.60 
9/17/2016,Competitor A,924893,306747,R1245080,Supermarket South,1,$36.90 
9/18/2016,Colgate-Palmolive,330691,448188,R1245479,Supermarket North,1,$37.20 
9/18/2016,Colgate-Palmolive,915953,448188,R1245479,Supermarket North,1,$51.70 
9/18/2016,Competitor B,714468,448188,R1245479,Supermarket North,1,$14.50 
9/18/2016,Competitor B,470080,462064,R1245535,Supermarket East,1,$40.90 
9/18/2016,Competitor B,359784,481973,R1245657,Supermarket North,1,$44.00 
9/19/2016,Colgate-Palmolive,786865,5787,R1245731,Supermarket North,1,$57.00 
9/19/2016,Colgate-Palmolive,227633,5787,R1245731,Supermarket North,1,$55.00 
9/19/2016,Competitor A,701139,52079,R1245849,Supermarket West,2,$31.90 
9/19/2016,Competitor B,720906,282618,R1246178,Supermarket North,1,$44.00 
9/19/2016,Competitor B,620967,282618,R1246178,Supermarket North,1,$71.50 
9/19/2016,Colgate-Palmolive,786865,300346,R1245991,Supermarket West,1,$40.00 
9/19/2016,Colgate-Palmolive,786865,304735,R1246093,Supermarket North,1,$57.00 
9/19/2016,Competitor B,422968,482109,R1246298,Supermarket North-West,1,$38.40 
9/20/2016,Competitor B,903052,104934,R1246571,Supermarket West,1,$29.90 
9/20/2016,Competitor B,198485,104934,R1246571,Supermarket West,1,$11.40 
9/20/2016,Competitor A,701139,156193,R1246360,Supermarket West,1,$31.90 
9/20/2016,Competitor B,768644,244012,R1246691,Supermarket West,1,$59.90 
9/20/2016,Competitor B,555673,379399,R1246799,Supermarket South,1,$55.50 
9/20/2016,Competitor A,388827,398467,R1246473,Supermarket East,1,$31.80 
9/20/2016,Competitor B,315236,445921,R1246878,Supermarket South,1,$38.20 
9/21/2016,Competitor B,537012,105560,R1247125,Supermarket West,2,$86.00 
9/21/2016,Competitor B,584710,428999,R1247022,Supermarket North,1,$40.60 
9/21/2016,Competitor A,468800,480116,R1246939,Supermarket West,1,$41.90 
9/22/2016,Competitor A,924893,306747,R1247311,Supermarket South,1,$36.90 
9/22/2016,Competitor A,468800,371377,R1247478,Supermarket West,1,$55.90 
9/22/2016,Competitor A,789157,452966,R1247546,Supermarket West,1,$28.50 
9/22/2016,Competitor A,249666,452966,R1247546,Supermarket West,1,$37.00 
9/22/2016,Colgate-Palmolive,863562,468356,R1247214,Supermarket North-East,1,$31.50 
9/22/2016,Competitor B,537012,483171,R1247747,Supermarket West,1,$43.00 
9/23/2016,Competitor B,720906,46356,R1248012,Supermarket North,1,$44.00 
9/23/2016,Competitor B,315236,82052,R1248171,Supermarket North,1,$37.00 
9/23/2016,Competitor B,359784,82052,R1248171,Supermarket North,1,$44.00 
9/23/2016,Competitor B,714468,272240,R1247883,Supermarket South,1,$14.00 
9/23/2016,Competitor B,537012,434104,R1248255,Supermarket West,3,$134.40 
9/23/2016,Competitor B,714468,434104,R1248255,Supermarket West,2,$22.80 
9/23/2016,Colgate-Palmolive,348047,470669,R1247920,Supermarket North,1,$37.20 
9/23/2016,Colgate-Palmolive,915953,470669,R1247920,Supermarket North,1,$51.70 
9/24/2016,Colgate-Palmolive,915953,11463,R1248353,Supermarket North,1,$51.70 
9/24/2016,Competitor B,138108,48576,R1249092,Supermarket West,1,$65.30 
9/24/2016,Competitor A,477783,69654,R1248688,Supermarket West,1,$21.50 
9/24/2016,Competitor A,249666,162162,R1248756,Supermarket North-East,1,$34.70 
9/24/2016,Competitor B,714468,404733,R1249187,Supermarket South,1,$14.00 
9/24/2016,Competitor B,419762,448474,R1249296,Supermarket North-East,2,$67.20 
9/24/2016,Competitor B,532182,453607,R1249360,Supermarket East,1,$41.30 
9/24/2016,Competitor B,954518,462993,R1248936,Supermarket East,2,$76.80 
9/24/2016,Competitor A,422570,465261,R1248825,Supermarket South,1,$34.50 
9/24/2016,Colgate-Palmolive,588995,473811,R1248444,Supermarket North-West,1,$32.30 
9/24/2016,Colgate-Palmolive,905356,483790,R1248536,Supermarket West,1,$39.90 
9/24/2016,Competitor A,249666,483790,R1248536,Supermarket West,1,$32.90 
9/25/2016,Competitor A,473581,12434,R1249738,Supermarket West,1,$31.90 
9/25/2016,Colgate-Palmolive,300035,133064,R1249493,Supermarket West,1,$40.00 
9/25/2016,Competitor A,789157,133064,R1249493,Supermarket West,1,$28.50 
9/25/2016,Competitor A,137087,133064,R1249493,Supermarket West,1,$28.50 
9/25/2016,Competitor B,315236,198843,R1250039,Supermarket South,1,$38.20 
9/25/2016,Colgate-Palmolive,863562,395660,R1249535,Supermarket West,1,$39.90 
9/25/2016,Competitor B,315236,445921,R1250178,Supermarket South,1,$38.20 
9/25/2016,Colgate-Palmolive,762610,456992,R1249629,Supermarket West,1,$57.00 
9/25/2016,Competitor B,692107,476815,R1250249,Supermarket North,1,$3.40 
9/25/2016,Competitor B,422968,482109,R1250345,Supermarket North-West,1,$38.40 
9/25/2016,Competitor A,137087,483505,R1249818,Supermarket West,2,$57.00 
9/25/2016,Competitor A,533718,484075,R1249918,Supermarket West,1,$28.50 
9/26/2016,Competitor B,982986,268038,R1250787,Supermarket North-East,1,$39.80 
9/26/2016,Colgate-Palmolive,771567,378228,R1250487,Supermarket South,1,$46.90 
9/26/2016,Competitor A,701139,454945,R1250571,Supermarket West,1,$31.90 
9/26/2016,Competitor A,166761,483255,R1250678,Supermarket South-West,1,$36.00 
9/26/2016,Competitor A,199788,483255,R1250678,Supermarket South-West,1,$36.00 
9/27/2016,Colgate-Palmolive,597365,59949,R1250970,Supermarket South,2,$110.00 
9/27/2016,Colgate-Palmolive,330691,225823,R1251044,Supermarket North,1,$37.20 
9/27/2016,Competitor B,759650,363669,R1251553,Supermarket South,1,$59.90 
9/27/2016,Colgate-Palmolive,915953,434214,R1251170,Supermarket North,1,$51.70 
9/27/2016,Colgate-Palmolive,905356,441080,R1251286,Supermarket West,1,$39.90 
9/27/2016,Competitor B,954518,476320,R1251618,Supermarket North,1,$35.10 
9/27/2016,Colgate-Palmolive,915953,481972,R1251338,Supermarket North,2,$103.40 
9/27/2016,Competitor A,701139,484557,R1251468,Supermarket West,1,$31.90 
9/28/2016,Competitor B,537012,147715,R1251726,Supermarket West,1,$42.90 
9/28/2016,Competitor B,198485,147715,R1251726,Supermarket West,1,$11.40 
9/28/2016,Competitor B,849497,147715,R1251726,Supermarket West,1,$39.80 
9/28/2016,Competitor A,701139,453881,R1251927,Supermarket West,1,$31.90 
9/29/2016,Competitor A,422570,82105,R1252342,Supermarket West,1,$31.90 
9/29/2016,Competitor A,924893,306747,R1252487,Supermarket South,1,$36.90 
9/29/2016,Colgate-Palmolive,899488,375276,R1252125,Supermarket North,1,$37.20 
9/29/2016,Colgate-Palmolive,926954,436689,R1252254,Supermarket West,1,$39.90 
9/29/2016,Competitor A,477783,436689,R1252254,Supermarket West,1,$27.80 
9/29/2016,Competitor B,584710,440582,R1252657,Supermarket North,1,$44.00 
9/29/2016,Competitor B,720906,440582,R1252657,Supermarket North,2,$88.00 
9/29/2016,Competitor B,466334,440582,R1252657,Supermarket North,1,$52.80 
9/29/2016,Competitor A,473581,467286,R1252550,Supermarket North,1,$40.40 
9/29/2016,Competitor B,855059,482625,R1252744,Supermarket West,1,$59.90 
9/30/2016,Competitor B,315236,1749,R1253290,Supermarket West,1,$33.70 
9/30/2016,Competitor B,714468,31521,R1253398,Supermarket North,1,$14.50 
9/30/2016,Competitor B,732190,381654,R1253161,Supermarket West,2,$119.80 
9/30/2016,Competitor A,993974,426120,R1252896,Supermarket West,1,$31.90 
9/30/2016,Competitor A,701139,426120,R1252896,Supermarket West,1,$31.90 
9/30/2016,Competitor A,993974,466478,R1252947,Supermarket West,1,$31.90 
9/30/2016,Competitor A,701139,466478,R1252947,Supermarket West,1,$31.90 
9/30/2016,Competitor A,166761,485292,R1253076,Supermarket West,1,$27.80 
10/1/2016,Competitor A,978820,421863,R1253416,Supermarket South,2,$37.90 
10/2/2016,Competitor A,422570,75331,R1253817,Supermarket North-East,1,$34.70 
10/2/2016,Competitor B,315236,78499,R1254136,Supermarket North-East,1,$33.60 
10/2/2016,Competitor B,385150,78499,R1254136,Supermarket North-East,1,$33.60 
10/2/2016,Competitor B,584710,93487,R1254039,Supermarket West,1,$39.80 
10/2/2016,Competitor A,322245,114192,R1253963,Supermarket West,1,$27.80 
10/2/2016,Colgate-Palmolive,190493,132388,R1253630,Supermarket South-West,1,$32.90 
10/2/2016,Colgate-Palmolive,597365,430455,R1253761,Supermarket West,1,$57.00 
10/2/2016,Competitor B,537012,483171,R1254295,Supermarket West,1,$42.90 
10/3/2016,Competitor B,315236,198843,R1254545,Supermarket North-East,1,$33.60 
10/3/2016,Colgate-Palmolive,786865,304735,R1254392,Supermarket West,1,$67.80 
10/3/2016,Competitor B,198485,486345,R1254622,Supermarket South,1,$14.00 
10/4/2016,Colgate-Palmolive,123796,38671,R1254716,Supermarket West,1,$31.30 
10/4/2016,Competitor A,249666,375485,R1255117,Supermarket West,3,$98.70 
10/4/2016,Competitor B,419762,375485,R1255117,Supermarket West,2,$67.40 
10/4/2016,Colgate-Palmolive,301348,424128,R1254863,Supermarket West,1,$43.20 
10/4/2016,Competitor A,993974,435383,R1255226,Supermarket West,1,$31.90 
10/4/2016,Colgate-Palmolive,863562,442442,R1254934,Supermarket North,1,$34.10 
10/4/2016,Colgate-Palmolive,915953,474458,R1255072,Supermarket West,2,$135.60 
10/5/2016,Colgate-Palmolive,926954,75331,R1255328,Supermarket North,2,$68.20 
10/5/2016,Competitor A,701139,156193,R1255546,Supermarket West,1,$31.90 
10/5/2016,Competitor B,982986,268038,R1255740,Supermarket North-West,1,$44.20 
10/5/2016,Colgate-Palmolive,798288,361847,R1255447,Supermarket West,2,$71.80 
10/5/2016,Competitor B,419762,361847,R1255447,Supermarket West,1,$33.70 
10/5/2016,Competitor B,849497,361847,R1255447,Supermarket West,1,$39.80 
10/5/2016,Competitor A,468800,371377,R1255664,Supermarket West,1,$41.80 
10/5/2016,Competitor B,776126,371377,R1255664,Supermarket North,1,$71.50 
10/5/2016,Competitor B,640845,462993,R1255899,Supermarket West,2,$79.60 
10/5/2016,Competitor B,537012,462993,R1255899,Supermarket West,1,$42.90 
10/6/2016,Colgate-Palmolive,915953,11463,R1255979,Supermarket North,1,$51.70 
10/6/2016,Competitor B,720906,46356,R1256435,Supermarket West,3,$119.40 
10/6/2016,Competitor A,701139,163959,R1256375,Supermarket West,2,$63.80 
10/6/2016,Competitor B,422968,282618,R1256644,Supermarket North,1,$37.00 
10/6/2016,Competitor B,359784,282618,R1256644,Supermarket North,2,$88.00 
10/6/2016,Colgate-Palmolive,786865,375276,R1256022,Supermarket North,1,$51.70 
10/6/2016,Colgate-Palmolive,300035,375276,R1256022,Supermarket North,1,$52.30 
10/6/2016,Competitor B,954518,476320,R1256537,Supermarket North,1,$35.10 
10/6/2016,Competitor B,532182,476320,R1256537,Supermarket North,1,$39.50 
10/6/2016,Colgate-Palmolive,786865,485504,R1256114,Supermarket West,1,$67.80 
10/6/2016,Colgate-Palmolive,300035,485504,R1256114,Supermarket West,1,$67.80 
10/6/2016,Colgate-Palmolive,786865,487208,R1256275,Supermarket North,2,$103.40 
10/7/2016,Colgate-Palmolive,786865,179760,R1256714,Supermarket North,1,$51.70 
10/7/2016,Competitor B,312964,355406,R1257173,Supermarket South-West,1,$6.20 
10/7/2016,Colgate-Palmolive,798288,371613,R1256834,Supermarket West,2,$71.80 
10/7/2016,Colgate-Palmolive,298313,371613,R1256834,Supermarket West,1,$49.70 
10/7/2016,Colgate-Palmolive,926954,484994,R1256972,Supermarket North,1,$34.10 
10/7/2016,Colgate-Palmolive,762610,485516,R1257093,Supermarket West,1,$57.00 
10/8/2016,Colgate-Palmolive,863562,192014,R1257260,Supermarket North-East,1,$30.00 
10/8/2016,Competitor B,692107,475131,R1257585,Supermarket West,2,$6.80 
10/8/2016,Competitor A,468800,480116,R1257482,Supermarket West,1,$41.80 
10/8/2016,Competitor A,256348,480116,R1257482,Supermarket West,1,$31.90 
10/8/2016,Competitor B,315236,483569,R1257614,Supermarket West,1,$33.70 
10/8/2016,Colgate-Palmolive,786865,487666,R1257383,Supermarket West,1,$67.80 
10/9/2016,Competitor A,422570,82105,R1258050,Supermarket West,1,$30.90 
10/9/2016,Colgate-Palmolive,915953,173536,R1257760,Supermarket North,1,$51.70 
10/9/2016,Colgate-Palmolive,926954,344492,R1257854,Supermarket North,1,$34.10 
10/9/2016,Competitor B,315236,347126,R1258262,Supermarket North,2,$74.00 
10/9/2016,Colgate-Palmolive,597365,469617,R1257981,Supermarket West,1,$57.00 
10/9/2016,Competitor B,982986,469617,R1257981,Supermarket West,1,$39.80 
10/9/2016,Competitor B,138108,469617,R1257981,Supermarket West,1,$65.30 
10/9/2016,Competitor B,555673,482481,R1258144,Supermarket West,1,$43.80 
10/10/2016,Competitor B,390602,97879,R1258584,Supermarket West,4,$152.40 
10/10/2016,Colgate-Palmolive,597365,265869,R1258493,Supermarket South,1,$55.00 
10/11/2016,Colgate-Palmolive,899488,487516,R1258650,Supermarket North,1,$37.20 
10/11/2016,Colgate-Palmolive,786865,487516,R1258650,Supermarket North,1,$57.00 
10/12/2016,Competitor B,385150,20269,R1259610,Supermarket North-East,1,$32.00 
10/12/2016,Competitor B,359784,20269,R1259610,Supermarket North-East,1,$37.90 
10/12/2016,Colgate-Palmolive,588995,265324,R1259037,Supermarket South,1,$43.90 
10/12/2016,Colgate-Palmolive,771567,428180,R1259153,Supermarket West,2,$71.80 
10/12/2016,Competitor B,555673,455859,R1259512,Supermarket West,1,$43.80 
10/12/2016,Competitor A,256348,474984,R1259290,Supermarket West,1,$31.90 
10/12/2016,Competitor A,105573,486037,R1259364,Supermarket South,1,$34.70 
10/12/2016,Competitor A,422570,488481,R1259426,Supermarket North,2,$80.80 
10/13/2016,Competitor B,390602,5910,R1260119,Supermarket North,1,$37.00 
10/13/2016,Competitor B,198485,31521,R1260298,Supermarket West,1,$11.40 
10/13/2016,Colgate-Palmolive,798288,51558,R1259715,Supermarket West,1,$35.90 
10/13/2016,Competitor B,879915,283353,R1260348,Supermarket North,2,$15.00 
10/13/2016,Competitor A,770544,482787,R1260081,Supermarket West,1,$28.50 
10/13/2016,Colgate-Palmolive,840328,483344,R1259892,Supermarket North,1,$33.80 
10/14/2016,Competitor B,385150,21416,R1260646,Supermarket North,1,$37.00 
10/14/2016,Competitor B,879915,21416,R1260646,Supermarket North,1,$7.50 
10/14/2016,Competitor B,855059,42755,R1260491,Supermarket West,1,$59.90 
10/14/2016,Competitor B,110582,93487,R1260790,Supermarket West,1,$65.30 
10/14/2016,Competitor B,390602,231889,R1260896,Supermarket North-West,2,$76.80 
