Order date,Product Brand,Product number,Customer ID,Order ID,Supermarket purchased from,Sales Volume, Sales Value
10/14/2016,Competitor B,720906,326377,R1260570,Supermarket North,3,$132.00 
10/14/2016,Competitor B,385150,326377,R1260570,Supermarket North,3,$111.00 
10/15/2016,Competitor B,315236,69654,R1261095,Supermarket West,1,$33.70 
10/15/2016,Colgate-Palmolive,786865,272240,R1261154,Supermarket West,1,$67.80 
10/16/2016,Colgate-Palmolive,915953,236929,R1261316,Supermarket North,1,$51.70 
10/16/2016,Competitor B,198485,363669,R1261769,Supermarket South,1,$14.00 
10/16/2016,Competitor B,138108,462993,R1261883,Supermarket West,1,$65.30 
10/16/2016,Competitor B,982986,470281,R1261661,Supermarket West,1,$39.80 
10/17/2016,Colgate-Palmolive,863562,365618,R1261920,Supermarket North,1,$34.10 
10/17/2016,Competitor B,982986,365618,R1261920,Supermarket North,1,$44.00 
10/17/2016,Competitor B,198485,365618,R1261920,Supermarket North,1,$14.50 
10/17/2016,Competitor B,879915,365618,R1261920,Supermarket North,1,$7.50 
10/17/2016,Competitor B,359784,365618,R1261920,Supermarket North,1,$44.00 
10/17/2016,Colgate-Palmolive,905356,428999,R1262010,Supermarket North,2,$68.20 
10/17/2016,Competitor B,720906,440582,R1262268,Supermarket North-East,2,$75.80 
10/17/2016,Competitor B,849497,440582,R1262268,Supermarket North-East,2,$75.80 
10/18/2016,Competitor B,537012,116697,R1262520,Supermarket West,2,$87.60 
10/18/2016,Competitor A,322245,443844,R1262357,Supermarket North,1,$38.00 
10/18/2016,Competitor B,139932,443844,R1262357,Supermarket North,1,$71.50 
10/18/2016,Competitor B,315236,445921,R1262616,Supermarket South,1,$38.20 
10/18/2016,Competitor B,537012,489292,R1262784,Supermarket West,1,$43.80 
10/19/2016,Competitor B,720906,46356,R1262923,Supermarket West,3,$119.40 
10/19/2016,Competitor B,385150,67670,R1263167,Supermarket North-East,1,$32.00 
10/19/2016,Competitor B,879915,143578,R1263262,Supermarket North,2,$15.00 
10/19/2016,Competitor B,537012,191646,R1263348,Supermarket West,1,$43.80 
10/19/2016,Colgate-Palmolive,786865,272240,R1262881,Supermarket West,2,$135.60 
10/19/2016,Competitor B,954518,349062,R1263079,Supermarket North-East,1,$32.00 
10/20/2016,Competitor B,768644,244012,R1263613,Supermarket West,1,$59.90 
10/20/2016,Competitor A,936450,299780,R1263427,Supermarket West,1,$32.50 
10/20/2016,Competitor B,537012,434104,R1263771,Supermarket West,1,$43.80 
10/20/2016,Competitor B,198485,434104,R1263771,Supermarket West,1,$11.40 
10/20/2016,Competitor B,419762,448474,R1263816,Supermarket North-East,2,$64.00 
10/21/2016,Competitor A,701139,93724,R1264052,Supermarket West,1,$31.90 
10/21/2016,Competitor A,477783,93724,R1264052,Supermarket West,2,$55.60 
10/21/2016,Competitor B,390602,97879,R1264360,Supermarket West,2,$76.20 
10/21/2016,Competitor B,138108,97879,R1264360,Supermarket West,2,$130.60 
10/21/2016,Competitor A,248817,220433,R1264110,Supermarket West,1,$36.90 
10/21/2016,Colgate-Palmolive,905356,466652,R1263944,Supermarket North,1,$34.10 
10/21/2016,Competitor A,701139,468356,R1264216,Supermarket West,1,$31.90 
10/22/2016,Colgate-Palmolive,786865,272240,R1264424,Supermarket North,1,$51.70 
10/22/2016,Colgate-Palmolive,348047,377222,R1264569,Supermarket North,1,$37.20 
10/22/2016,Competitor A,909225,407878,R1264640,Supermarket North,1,$41.70 
10/22/2016,Competitor B,537012,448385,R1265125,Supermarket West,1,$44.80 
10/22/2016,Competitor A,701139,466478,R1264723,Supermarket West,1,$31.90 
10/22/2016,Competitor A,770544,482156,R1264818,Supermarket West,1,$28.50 
10/22/2016,Competitor A,431786,482156,R1264818,Supermarket West,1,$27.80 
10/22/2016,Competitor A,701139,489670,R1264951,Supermarket South,1,$34.50 
10/23/2016,Colgate-Palmolive,905356,42755,R1265222,Supermarket West,1,$27.90 
10/23/2016,Competitor A,789157,172934,R1265625,Supermarket West,2,$28.50 
10/23/2016,Colgate-Palmolive,915953,436689,R1265442,Supermarket North,1,$51.70 
10/23/2016,Competitor A,473581,442057,R1265744,Supermarket North,1,$40.40 
10/23/2016,Colgate-Palmolive,863562,453881,R1265527,Supermarket West,1,$27.90 
10/23/2016,Competitor A,978820,456705,R1265812,Supermarket West,1,$36.90 
10/23/2016,Competitor A,978820,464802,R1265958,Supermarket West,1,$36.90 
10/24/2016,Competitor A,248817,116697,R1266328,Supermarket South,3,$113.70 
10/24/2016,Colgate-Palmolive,588995,265324,R1266167,Supermarket North,1,$34.10 
10/24/2016,Competitor A,993974,435383,R1266492,Supermarket West,1,$31.90 
10/24/2016,Competitor B,640845,484086,R1266822,Supermarket North,4,$176.00 
10/24/2016,Competitor A,477783,488707,R1266677,Supermarket West,1,$27.80 
10/25/2016,Colgate-Palmolive,645430,8416,R1266960,Supermarket West,1,$64.20 
10/25/2016,Competitor B,198485,97879,R1267594,Supermarket North,4,$52.40 
10/25/2016,Competitor B,359784,192014,R1267647,Supermarket North-East,1,$37.90 
10/25/2016,Colgate-Palmolive,762610,428180,R1267089,Supermarket West,1,$57.00 
10/25/2016,Competitor B,315236,445921,R1267779,Supermarket North,1,$37.00 
10/25/2016,Competitor B,555673,455859,R1267412,Supermarket West,2,$89.60 
10/25/2016,Competitor A,422570,474406,R1267295,Supermarket West,1,$37.00 
10/25/2016,Competitor A,924893,481670,R1267327,Supermarket South,2,$73.80 
10/25/2016,Competitor B,493158,487131,R1267898,Supermarket West,1,$65.30 
10/25/2016,Competitor B,537012,488481,R1267941,Supermarket West,2,$89.60 
10/25/2016,Competitor B,620967,488481,R1267941,Supermarket West,1,$59.90 
10/25/2016,Colgate-Palmolive,899488,489669,R1267147,Supermarket North,1,$37.20 
10/26/2016,Competitor A,248817,2461,R1268085,Supermarket South,1,$37.90 
10/26/2016,Competitor B,537012,2461,R1268085,Supermarket South,2,$125.20 
10/26/2016,Competitor B,537012,191646,R1268284,Supermarket West,1,$44.80 
10/26/2016,Competitor B,537012,484651,R1268313,Supermarket West,1,$44.80 
10/27/2016,Competitor A,473581,467286,R1268531,Supermarket North,1,$40.40 
10/27/2016,Competitor A,422570,468356,R1268695,Supermarket South-West,1,$37.90 
10/27/2016,Competitor A,199788,486855,R1268785,Supermarket West,1,$27.80 
10/27/2016,Colgate-Palmolive,786865,487208,R1268419,Supermarket North,1,$57.00 
10/27/2016,Competitor B,537012,490612,R1268885,Supermarket West,3,$44.80 
10/28/2016,Competitor A,701139,69643,R1268974,Supermarket South,2,$34.50 
10/28/2016,Competitor B,776126,371377,R1269028,Supermarket West,1,$59.90 
10/29/2016,Colgate-Palmolive,899488,205412,R1269132,Supermarket North,1,$37.20 
10/29/2016,Competitor A,468800,480116,R1269276,Supermarket West,1,$46.90 
10/29/2016,Competitor B,904468,480116,R1269276,Supermarket West,1,$39.80 
10/30/2016,Competitor B,768644,244012,R1269551,Supermarket West,1,$59.90 
10/30/2016,Competitor A,978820,449543,R1269473,Supermarket West,1,$36.90 
10/30/2016,Competitor B,198485,449543,R1269473,Supermarket West,1,$11.40 
10/31/2016,Competitor A,477783,108088,R1269767,Supermarket South,1,$34.20 
10/31/2016,Competitor B,537012,272240,R1270175,Supermarket West,2,$87.80 
10/31/2016,Competitor B,954518,339930,R1269881,Supermarket North,1,$37.00 
10/31/2016,Competitor B,584710,440582,R1269991,Supermarket North,1,$44.00 
10/31/2016,Competitor B,720906,440582,R1269991,Supermarket North,1,$44.00 
10/31/2016,Competitor B,954518,487666,R1270076,Supermarket North-East,1,$32.00 
11/1/2016,Colgate-Palmolive,506459,39111,R1270243,Supermarket West,1,$43.20 
11/1/2016,Competitor A,397127,471777,R1270577,Supermarket West,2,$74.00 
11/1/2016,Competitor B,385150,486037,R1270749,Supermarket West,1,$33.70 
11/1/2016,Colgate-Palmolive,863562,489559,R1270361,Supermarket North,1,$34.10 
11/1/2016,Colgate-Palmolive,962890,489634,R1270463,Supermarket North,1,$80.80 
11/1/2016,Competitor B,903052,491486,R1270686,Supermarket North-East,2,$63.80 
11/1/2016,Competitor B,583164,491486,R1270686,Supermarket North-East,2,$59.80 
11/2/2016,Competitor B,714468,11463,R1270927,Supermarket North,1,$14.50 
11/2/2016,Colgate-Palmolive,669118,52079,R1270866,Supermarket South,1,$52.20 
11/2/2016,Competitor B,537012,363669,R1271150,Supermarket West,1,$43.90 
11/2/2016,Competitor B,537012,476320,R1271293,Supermarket West,1,$43.90 
11/3/2016,Colgate-Palmolive,863562,192014,R1271345,Supermarket North-East,1,$30.00 
11/3/2016,Competitor B,163723,474984,R1271664,Supermarket West,1,$26.10 
11/3/2016,Colgate-Palmolive,786865,487208,R1271460,Supermarket North,2,$114.00 
11/4/2016,Colgate-Palmolive,915953,5787,R1271770,Supermarket North,1,$51.70 
11/4/2016,Colgate-Palmolive,300035,133064,R1271873,Supermarket West,1,$42.00 
11/4/2016,Competitor A,477783,133064,R1271873,Supermarket West,1,$27.80 
11/4/2016,Colgate-Palmolive,227633,435383,R1271917,Supermarket West,1,$57.00 
11/4/2016,Competitor B,653241,441590,R1272023,Supermarket West,1,$29.90 
11/4/2016,Competitor B,692107,441590,R1272023,Supermarket West,3,$10.20 
11/5/2016,Competitor A,252726,14971,R1272136,Supermarket West,1,$25.90 
11/5/2016,Competitor A,473581,467286,R1272223,Supermarket West,1,$31.90 
11/6/2016,Colgate-Palmolive,597365,11463,R1272386,Supermarket West,1,$57.00 
11/6/2016,Colgate-Palmolive,330691,139168,R1272465,Supermarket North,1,$37.20 
11/7/2016,Competitor B,115927,84148,R1272960,Supermarket North,3,$103.80 
11/7/2016,Colgate-Palmolive,905356,150818,R1272524,Supermarket North-East,1,$30.00 
11/7/2016,Colgate-Palmolive,905356,430455,R1272661,Supermarket North,1,$35.80 
11/7/2016,Competitor B,537012,455859,R1273244,Supermarket West,2,$87.80 
11/7/2016,Competitor B,419762,462993,R1273380,Supermarket West,1,$33.70 
11/7/2016,Competitor B,359784,462993,R1273380,Supermarket West,1,$39.80 
11/7/2016,Colgate-Palmolive,926954,484994,R1272758,Supermarket North,1,$34.10 
11/7/2016,Competitor B,904468,492782,R1273088,Supermarket North-East,1,$37.90 
11/8/2016,Colgate-Palmolive,506459,39111,R1273450,Supermarket West,2,$86.40 
11/8/2016,Colgate-Palmolive,863562,428999,R1273579,Supermarket North,2,$69.40 
11/9/2016,Competitor A,248817,116697,R1273939,Supermarket West,2,$73.80 
11/9/2016,Competitor B,584710,180878,R1274216,Supermarket North-East,1,$37.90 
11/9/2016,Competitor A,248817,368433,R1274025,Supermarket West,2,$73.80 
11/9/2016,Colgate-Palmolive,863562,466365,R1273742,Supermarket South,1,$43.90 
11/9/2016,Competitor A,701139,466478,R1274165,Supermarket West,1,$31.90 
11/9/2016,Colgate-Palmolive,437022,493291,R1273891,Supermarket South,2,$55.00 
11/10/2016,Competitor A,625804,47809,R1274699,Supermarket South,1,$24.00 
11/10/2016,Competitor B,359784,228977,R1274848,Supermarket West,1,$39.80 
11/10/2016,Colgate-Palmolive,227633,268038,R1274345,Supermarket North,1,$55.00 
11/10/2016,Competitor B,720906,315375,R1274710,Supermarket North,1,$44.00 
11/10/2016,Colgate-Palmolive,915953,470669,R1274588,Supermarket North,1,$51.70 
11/11/2016,Competitor B,419762,141161,R1275130,Supermarket West,2,$67.60 
11/11/2016,Colgate-Palmolive,300035,428180,R1274938,Supermarket West,2,$93.40 
11/11/2016,Competitor A,770544,482787,R1275087,Supermarket West,2,$57.00 
11/11/2016,Competitor B,359784,483959,R1275295,Supermarket North-East,1,$37.90 
11/12/2016,Colgate-Palmolive,905356,12044,R1275320,Supermarket West,2,$67.80 
11/12/2016,Colgate-Palmolive,786865,272240,R1275419,Supermarket West,3,$93.40 
11/12/2016,Competitor B,982986,440582,R1275920,Supermarket North-East,1,$37.90 
11/12/2016,Competitor B,584710,440582,R1275920,Supermarket North-East,1,$37.90 
11/12/2016,Competitor B,720906,440582,R1275920,Supermarket North-East,1,$37.90 
11/12/2016,Competitor B,467159,440582,R1275920,Supermarket North-East,1,$45.90 
11/12/2016,Competitor A,199788,486564,R1275670,Supermarket South,1,$34.20 
11/12/2016,Competitor A,477783,490030,R1275732,Supermarket West,2,$55.60 
11/12/2016,Competitor A,497641,492148,R1275884,Supermarket West,1,$5.50 
11/12/2016,Competitor A,419869,492148,R1275884,Supermarket West,1,$12.00 
11/12/2016,Competitor A,220456,492148,R1275884,Supermarket West,1,$5.50 
11/12/2016,Colgate-Palmolive,863562,493715,R1275541,Supermarket West,1,$33.90 
11/13/2016,Colgate-Palmolive,227633,2461,R1276095,Supermarket South,1,$55.00 
11/13/2016,Competitor B,369239,2461,R1276095,Supermarket South,1,$39.70 
11/13/2016,Competitor B,584710,93487,R1276224,Supermarket West,1,$39.80 
11/13/2016,Competitor A,993974,265324,R1276190,Supermarket North,1,$40.40 
11/13/2016,Competitor B,315236,445921,R1276486,Supermarket North,1,$37.00 
11/14/2016,Competitor B,537012,191646,R1277093,Supermarket West,1,$44.80 
11/14/2016,Colgate-Palmolive,899488,205412,R1276513,Supermarket North,1,$37.20 
11/14/2016,Competitor B,640845,231889,R1276936,Supermarket North,2,$88.00 
11/14/2016,Competitor B,359784,231889,R1276936,Supermarket North,3,$132.00 
11/14/2016,Competitor B,419762,427894,R1277141,Supermarket North-East,1,$32.00 
11/14/2016,Competitor A,701139,467286,R1276731,Supermarket West,1,$31.90 
11/14/2016,Competitor A,701139,468356,R1276868,Supermarket West,2,$31.90 
11/14/2016,Colgate-Palmolive,863562,489670,R1276643,Supermarket South,1,$43.90 
11/15/2016,Colgate-Palmolive,588995,12434,R1277244,Supermarket West,1,$33.90 
11/15/2016,Competitor A,701139,69643,R1277362,Supermarket West,2,$63.80 
11/15/2016,Competitor A,477783,436689,R1277463,Supermarket West,1,$27.80 
11/15/2016,Competitor B,583164,486345,R1277631,Supermarket South,1,$39.00 
11/16/2016,Colgate-Palmolive,348047,103,R1277742,Supermarket North,1,$37.20 
11/16/2016,Colgate-Palmolive,645430,110138,R1277895,Supermarket West,1,$46.70 
11/16/2016,Competitor B,584710,180878,R1278127,Supermarket North-East,1,$37.90 
11/16/2016,Colgate-Palmolive,786865,192332,R1277989,Supermarket West,1,$46.70 
11/16/2016,Competitor A,431786,304350,R1278082,Supermarket West,1,$27.80 
11/17/2016,Competitor A,701139,175595,R1278367,Supermarket West,1,$31.90 
11/17/2016,Competitor A,533718,272240,R1278445,Supermarket West,1,$28.50 
11/17/2016,Competitor B,954518,349062,R1278585,Supermarket North-East,1,$32.00 
11/17/2016,Competitor B,315236,445921,R1278626,Supermarket North,1,$37.00 
11/17/2016,Competitor B,583164,467720,R1278775,Supermarket South,1,$39.00 
11/17/2016,Colgate-Palmolive,926954,492110,R1278215,Supermarket North,1,$35.80 
11/17/2016,Competitor B,709381,493328,R1278863,Supermarket West,1,$42.00 
11/17/2016,Competitor B,315236,494778,R1278970,Supermarket North-West,3,$71.00 
11/18/2016,Competitor B,768644,76399,R1279066,Supermarket South-West,2,$111.80 
11/18/2016,Competitor B,315236,494778,R1279183,Supermarket North,1,$37.00 
11/19/2016,Competitor B,714468,57311,R1279286,Supermarket North,1,$14.50 
11/20/2016,Colgate-Palmolive,330691,102121,R1279322,Supermarket North,1,$37.20 
11/20/2016,Competitor A,468800,102121,R1279322,Supermarket North,2,$127.40 
11/20/2016,Colgate-Palmolive,786865,175781,R1279433,Supermarket West,2,$93.40 
11/20/2016,Colgate-Palmolive,786865,463872,R1279568,Supermarket West,1,$46.70 
11/20/2016,Colgate-Palmolive,762610,463872,R1279568,Supermarket West,1,$41.90 
11/20/2016,Competitor B,904468,480116,R1279765,Supermarket West,2,$39.80 
11/20/2016,Colgate-Palmolive,348047,492975,R1279647,Supermarket North,1,$37.20 
11/20/2016,Competitor A,473581,492975,R1279647,Supermarket North,2,$80.80 
11/20/2016,Competitor A,978820,492975,R1279647,Supermarket North,1,$41.70 
11/20/2016,Competitor B,692107,492975,R1279647,Supermarket North,1,$3.40 
11/21/2016,Competitor B,315236,25019,R1280562,Supermarket North,2,$74.00 
11/21/2016,Colgate-Palmolive,330691,52079,R1279890,Supermarket North-West,1,$30.90 
11/21/2016,Colgate-Palmolive,123796,234082,R1279971,Supermarket West,1,$31.30 
11/21/2016,Colgate-Palmolive,300035,234082,R1279971,Supermarket West,1,$46.70 
11/21/2016,Colgate-Palmolive,300035,430455,R1280011,Supermarket North,1,$52.30 
11/21/2016,Colgate-Palmolive,840328,468093,R1280148,Supermarket North-West,1,$29.50 
11/21/2016,Competitor B,954518,483959,R1280348,Supermarket North,1,$37.00 
11/21/2016,Competitor B,315236,483959,R1280348,Supermarket North,1,$37.00 
11/21/2016,Competitor B,903052,491486,R1280437,Supermarket North-East,2,$63.80 
11/21/2016,Competitor A,199153,495347,R1280264,Supermarket North-East,1,$37.00 
11/22/2016,Competitor B,419762,141161,R1281055,Supermarket West,2,$67.60 
11/22/2016,Colgate-Palmolive,786865,192332,R1280674,Supermarket West,1,$46.70 
11/22/2016,Colgate-Palmolive,863562,428999,R1280711,Supermarket North,1,$34.70 
11/22/2016,Colgate-Palmolive,330691,428999,R1280711,Supermarket North,1,$35.70 
11/22/2016,Competitor A,477783,474945,R1280888,Supermarket West,1,$27.80 
11/22/2016,Competitor A,199788,474945,R1280888,Supermarket West,1,$27.80 
11/22/2016,Competitor B,768644,481395,R1280956,Supermarket South-West,1,$55.90 
11/22/2016,Competitor B,493158,487131,R1281151,Supermarket West,1,$65.30 
11/22/2016,Competitor B,178732,495576,R1281261,Supermarket West,1,$26.10 
11/23/2016,Competitor A,422570,46356,R1281420,Supermarket West,1,$32.90 
11/23/2016,Competitor B,720906,46356,R1281420,Supermarket West,1,$39.80 
11/23/2016,Competitor B,720906,64983,R1281773,Supermarket South,1,$40.80 
11/23/2016,Competitor A,909225,349578,R1281561,Supermarket West,1,$36.90 
11/23/2016,Competitor B,419762,375485,R1281385,Supermarket West,1,$33.80 
11/23/2016,Competitor A,322245,415103,R1281663,Supermarket West,1,$27.80 
11/23/2016,Competitor B,653241,481459,R1281838,Supermarket North,1,$34.60 
11/23/2016,Competitor B,315236,490595,R1282075,Supermarket South,1,$38.20 
11/24/2016,Competitor B,419762,12044,R1282580,Supermarket West,1,$33.80 
11/24/2016,Competitor B,732190,93487,R1282446,Supermarket West,1,$59.80 
11/24/2016,Competitor B,584710,93487,R1282446,Supermarket West,1,$39.80 
11/24/2016,Competitor B,692107,93487,R1282446,Supermarket West,4,$13.60 
11/24/2016,Colgate-Palmolive,915953,133064,R1282142,Supermarket West,1,$46.70 
11/24/2016,Colgate-Palmolive,300035,133064,R1282142,Supermarket West,1,$46.70 
11/24/2016,Competitor B,315236,228977,R1282687,Supermarket South-West,1,$31.90 
11/24/2016,Colgate-Palmolive,798288,281673,R1282226,Supermarket West,1,$37.90 
11/24/2016,Competitor B,855059,281673,R1282226,Supermarket West,1,$59.80 
11/24/2016,Competitor A,397127,441429,R1282396,Supermarket West,1,$32.90 
11/24/2016,Competitor B,315236,445921,R1282768,Supermarket South,1,$38.20 
11/24/2016,Competitor B,269713,495829,R1282890,Supermarket West,1,$29.00 
11/25/2016,Competitor B,982986,268038,R1283061,Supermarket North-West,1,$40.90 
11/25/2016,Colgate-Palmolive,301348,271944,R1282910,Supermarket North,1,$34.00 
11/25/2016,Competitor B,269713,366394,R1283269,Supermarket West,1,$29.00 
11/25/2016,Competitor B,269713,470640,R1283340,Supermarket West,4,$116.00 
11/25/2016,Competitor B,537012,487666,R1283466,Supermarket West,1,$42.00 
11/25/2016,Competitor B,640845,495974,R1283173,Supermarket North,1,$44.00 
11/26/2016,Colgate-Palmolive,899488,39111,R1283558,Supermarket North,1,$37.20 
11/26/2016,Competitor B,198485,85491,R1283950,Supermarket North-East,1,$11.50 
11/26/2016,Competitor A,497641,141679,R1283718,Supermarket West,1,$5.50 
11/26/2016,Competitor B,776126,371377,R1283880,Supermarket West,3,$119.60 
11/26/2016,Colgate-Palmolive,336928,496272,R1283693,Supermarket North,2,$78.60 
11/26/2016,Colgate-Palmolive,905356,496272,R1283693,Supermarket North,2,$68.20 
11/27/2016,Competitor B,537012,116697,R1284413,Supermarket West,1,$42.00 
11/27/2016,Colgate-Palmolive,798288,124027,R1284099,Supermarket West,1,$37.90 
11/27/2016,Colgate-Palmolive,786865,192332,R1284145,Supermarket West,2,$93.40 
11/27/2016,Competitor B,537012,434214,R1284566,Supermarket West,1,$42.00 
11/27/2016,Competitor B,390602,494778,R1284697,Supermarket North,2,$74.00 
11/27/2016,Competitor B,315236,494778,R1284697,Supermarket North,2,$74.00 
11/27/2016,Competitor A,397127,496021,R1284242,Supermarket West,1,$32.90 
11/27/2016,Competitor B,759650,496021,R1284242,Supermarket West,1,$42.00 
11/27/2016,Competitor A,701139,496290,R1284397,Supermarket South,1,$34.50 
11/28/2016,Competitor B,537012,191646,R1285026,Supermarket West,2,$84.00 
11/28/2016,Colgate-Palmolive,588995,265324,R1284779,Supermarket North,1,$34.10 
11/28/2016,Competitor B,583164,365618,R1285159,Supermarket North,1,$42.90 
11/28/2016,Competitor B,584710,467286,R1284978,Supermarket North,1,$40.60 
11/28/2016,Competitor B,178732,496754,R1285296,Supermarket South,1,$31.80 
11/29/2016,Competitor B,776126,2461,R1285782,Supermarket South,3,$195.00 
11/29/2016,Colgate-Palmolive,915953,11463,R1285394,Supermarket North,1,$51.70 
11/29/2016,Competitor B,198485,11463,R1285394,Supermarket North,1,$14.50 
11/29/2016,Competitor A,422570,365618,R1285457,Supermarket North,1,$40.40 
11/29/2016,Competitor B,720906,365618,R1285457,Supermarket North,1,$44.00 
11/29/2016,Competitor B,583164,365618,R1285457,Supermarket North,1,$42.90 
11/29/2016,Competitor A,473581,436689,R1285634,Supermarket North,1,$40.40 
11/29/2016,Competitor B,315236,445921,R1285991,Supermarket North,1,$37.00 
11/29/2016,Competitor B,653241,481459,R1285880,Supermarket West,1,$29.90 
11/29/2016,Colgate-Palmolive,915953,484014,R1285585,Supermarket West,2,$93.40 
11/29/2016,Competitor B,714468,490923,R1286011,Supermarket West,1,$11.40 
11/30/2016,Competitor B,692107,25019,R1286872,Supermarket North,2,$6.80 
11/30/2016,Competitor B,419762,27022,R1286987,Supermarket North-East,1,$32.00 
11/30/2016,Colgate-Palmolive,926954,48576,R1286143,Supermarket West,1,$33.90 
11/30/2016,Colgate-Palmolive,588995,163380,R1286293,Supermarket North,1,$35.80 
11/30/2016,Competitor A,422570,416668,R1286413,Supermarket West,1,$31.90 
11/30/2016,Competitor A,533718,471777,R1286596,Supermarket West,1,$28.50 
11/30/2016,Competitor A,397127,471777,R1286596,Supermarket West,1,$32.90 
11/30/2016,Colgate-Palmolive,786865,487208,R1286357,Supermarket North,1,$51.70 
11/30/2016,Competitor A,252726,497112,R1286635,Supermarket West,1,$25.90 
12/1/2016,Competitor B,982986,268038,R1287356,Supermarket South,1,$40.80 
12/1/2016,Colgate-Palmolive,300035,428180,R1287117,Supermarket West,2,$93.40 
12/2/2016,Colgate-Palmolive,669118,86693,R1287418,Supermarket North,1,$39.30 
12/2/2016,Colgate-Palmolive,123796,234082,R1287571,Supermarket West,1,$31.30 
12/2/2016,Colgate-Palmolive,300035,234082,R1287571,Supermarket West,1,$46.70 
12/2/2016,Competitor A,252726,416668,R1287897,Supermarket South,1,$34.20 
12/2/2016,Competitor A,177017,444862,R1287938,Supermarket West,2,$67.80 
12/2/2016,Competitor B,720906,470281,R1288068,Supermarket West,2,$79.60 
12/2/2016,Competitor B,315236,486345,R1288154,Supermarket South,1,$38.20 
12/2/2016,Competitor B,849497,492215,R1288221,Supermarket West,1,$39.80 
12/2/2016,Colgate-Palmolive,771567,495024,R1287690,Supermarket West,2,$69.80 
12/3/2016,Competitor A,909225,577,R1288469,Supermarket North,1,$40.60 
12/3/2016,Competitor A,297015,78249,R1288534,Supermarket West,2,$67.80 
12/3/2016,Competitor B,385150,491486,R1288635,Supermarket North-East,1,$32.00 
12/3/2016,Competitor B,269713,497773,R1288728,Supermarket West,1,$29.00 
12/4/2016,Competitor A,249666,17630,R1289075,Supermarket North-East,1,$31.00 
12/4/2016,Competitor A,397127,81514,R1289180,Supermarket West,1,$37.00 
12/4/2016,Competitor A,248817,282138,R1289271,Supermarket West,1,$36.90 
12/4/2016,Competitor A,689515,427894,R1289316,Supermarket North-East,1,$35.00 
12/4/2016,Colgate-Palmolive,905356,462074,R1288934,Supermarket South,1,$43.90 
